Time,direction,frame,subF,slot,1stSym,nSymbol,cellId,bwpId,rnti,tbSize,mcs,rank,rv,SINR(dB),CQI,corrupt,TBler
1.0275,DL,102,7,0,4,3,5,0,4,4,23952,28,1,0,72.9892,0,0
1.0275,DL,102,7,0,5,2,7,0,4,4,6942,16,1,0,10.846,0,0.0561897
1.02764,DL,102,7,0,5,4,3,0,2,2,26034,24,1,0,18.9225,1,1
1.02764,DL,102,7,0,7,2,1,0,3,3,15970,28,1,0,35.4271,0,0
1.02764,DL,102,7,0,7,2,5,0,3,3,1736,6,1,0,0.184847,1,0.952863
1.02764,DL,102,7,0,7,2,7,0,3,3,15970,28,1,0,58.9052,0,0
1.02779,DL,102,7,0,9,2,1,0,2,2,15970,28,1,0,44.2805,0,0
1.02779,DL,102,7,0,9,2,5,0,2,2,9547,20,1,0,15.0878,0,0
1.02779,DL,102,7,0,9,2,7,0,2,2,15970,28,1,0,67.4744,0,0
1.02793,DL,102,7,0,9,4,3,0,1,1,15621,18,1,0,15.6171,0,0
1.02793,DL,102,7,0,11,2,1,0,1,1,15970,28,1,0,31.1317,0,2.46936e-12
1.02793,DL,102,7,0,11,2,5,0,1,1,15970,28,1,0,17.4797,1,1
1.02793,DL,102,7,0,11,2,7,0,1,1,15970,28,1,0,56.5218,0,0
1.02829,DL,102,8,0,1,3,1,0,5,5,23952,28,1,0,33.6613,0,1.74083e-13
1.02829,DL,102,8,0,1,3,5,0,5,5,14320,20,1,0,20.5774,1,0.999987
1.0285,DL,102,8,0,4,3,1,0,4,4,19527,24,1,0,30.8724,0,0
1.0285,DL,102,8,0,4,3,5,0,4,4,23952,28,1,0,74.1827,0,0
1.02864,DL,102,8,0,7,2,1,0,3,3,15970,28,1,0,35.8717,0,0
1.02864,DL,102,8,0,7,2,5,0,3,3,1100,4,1,0,3.38164,0,0
1.02879,DL,102,8,0,9,2,1,0,2,2,15970,28,1,0,44.0445,0,0
1.02879,DL,102,8,0,9,2,5,0,2,2,9547,20,1,0,35.2938,0,0
1.02893,DL,102,8,0,1,12,3,0,2,2,22564,22,1,1,22.0541,0,0
1.02893,DL,102,8,0,1,12,7,0,5,5,6942,16,1,1,15.2716,0,0
1.02893,DL,102,8,0,1,12,7,0,4,4,6942,16,1,1,12.3815,0,0
1.02893,DL,102,8,0,11,2,1,0,1,1,15970,28,1,0,34.5956,0,6.10623e-14
1.02893,DL,102,8,0,11,2,5,0,1,1,7810,18,1,0,29.1415,0,0
1.02914,DL,102,9,0,1,1,7,0,7,7,1736,10,1,0,6.10367,0,1.48881e-13
